Market,Metric,Money,Currency_id,Quantity,Unit_id,Date,Continent,Sub Continent,Country,Organization/author
Travel and Tourism,Employment (Direct Contribution),,,89720,Jobs,12/31/15,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),15138725440,European euro,,,12/31/27,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,17640,Jobs,12/31/26,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,277160,Jobs,12/31/15,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,583020,Jobs,12/31/26,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,3.24E+11,Albanian lek,,,12/31/15,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,7.02E+11,Albanian lek,,,12/31/26,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Investment,30495163740,Albanian lek,,,12/31/15,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),80581930200,European euro,,,12/31/16,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Investment,30034924340,Albanian lek,,,12/31/26,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,5.82E+11,Albanian lek,,,12/31/15,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,15004040620,Albanian lek,,,12/31/15,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,8.98E+11,Albanian lek,,,12/31/26,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,14591306410,Albanian lek,,,12/31/26,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,56057617890,Albanian lek,,,12/31/26,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,679200,Jobs,12/31/16,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,810550,Jobs,12/31/27,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,627760,Jobs,12/31/16,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,683180,Jobs,12/31/27,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,25475714260,European euro,,,12/31/16,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,32184390370,European euro,,,12/31/27,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Investment,120852740,European euro,,,12/31/16,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Investment,4410172610,European euro,,,12/31/27,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,87496972760,European euro,,,12/31/16,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,1404726140,European euro,,,12/31/16,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,34682170920,European euro,,,12/31/27,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,7262264560,European euro,,,12/31/27,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,8259526730,European euro,,,12/31/27,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),46743090070,European euro,,,12/31/15,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),54740483890,European euro,,,12/31/26,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),30063546870,European euro,,,12/31/15,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),5581164880,European euro,,,12/31/26,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,476930,Jobs,12/31/15,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,231860,Jobs,12/31/26,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,338160,Jobs,12/31/15,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,208820,Jobs,12/31/26,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,28400462600,European euro,,,12/31/15,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,51914019940,European euro,,,12/31/26,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Investment,8576153990,European euro,,,12/31/15,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Investment,9342811170,European euro,,,12/31/26,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Investment,37117565290,Albanian lek,,,12/31/14,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Investment,59965014280,Albanian lek,,,12/31/25,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,24715434350,European euro,,,12/31/15,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),58959294770,Albanian lek,,,12/31/14,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,4705325410,European euro,,,12/31/15,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),56621566450,Albanian lek,,,12/31/25,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,89408855930,European euro,,,12/31/26,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),7.20E+11,Albanian lek,,,12/31/14,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,5590735570,United States Dollar,,,12/31/26,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),4.77E+11,Albanian lek,,,12/31/25,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,8841829420,European euro,,,12/31/26,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,74890,Jobs,12/31/14,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,14600,Jobs,12/31/25,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,143260,Jobs,12/31/14,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,338460,Jobs,12/31/25,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,31452046070,Albanian lek,,,12/31/14,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,6.34E+11,Albanian lek,,,12/31/25,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),552030440,European euro,,,12/31/14,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),80701160220,European euro,,,12/31/25,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),51714014740,European euro,,,12/31/14,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),5526766790,European euro,,,12/31/25,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,811190,Jobs,12/31/14,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,462800,Jobs,12/31/25,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,559650,Jobs,12/31/14,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,812100,Jobs,12/31/25,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,5.90E+11,Albanian lek,,,12/31/14,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,5.92E+11,Albanian lek,,,12/31/25,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,61130421660,Albanian lek,,,12/31/14,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,84305808950,Albanian lek,,,12/31/25,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,13824908340,Albanian lek,,,12/31/25,Europe,Southern Europe,Albania,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,78398677070,European euro,,,12/31/14,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,46003106170,European euro,,,12/31/25,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Investment,3277154080,European euro,,,12/31/14,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Investment,2270162980,European euro,,,12/31/25,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,77624286300,European euro,,,12/31/14,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,1376963810,European euro,,,12/31/14,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,47168031330,European euro,,,12/31/25,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,6529759190,European euro,,,12/31/25,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,2279811340,European euro,,,12/31/25,Europe,Western Europe,Belgium,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),2.00E+11,United States Dollar,,,12/31/14,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),4.88E+12,United States Dollar,,,12/31/25,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),4.04E+12,United States Dollar,,,12/31/14,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Total Contribution),7.76E+12,United States Dollar,,,12/31/25,Europe,,,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,4.60E+12,United States Dollar,,,12/31/25,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,8077170,Jobs,12/31/14,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,55840350,Jobs,12/31/25,Europe,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,3.51E+12,United States Dollar,,,12/31/14,Europe,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,4.33E+11,United States Dollar,,,12/31/14,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,95820920,Jobs,12/31/14,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,17261630,Jobs,12/31/25,Europe,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,5.83E+12,United States Dollar,,,12/31/25,Europe,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,5.32E+11,United States Dollar,,,12/31/25,Europe,,,World Travel and Tourism Council
Travel and Tourism,Investment,6.78E+11,United States Dollar,,,12/31/14,Europe,,,World Travel and Tourism Council
Travel and Tourism,Investment,9.38E+11,United States Dollar,,,12/31/25,Europe,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,86914939790,United States Dollar,,,12/31/14,Europe,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,1.76E+11,United States Dollar,,,12/31/25,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),8624634710,European euro,,,12/31/16,Europe,,,World Travel and Tourism Council
Travel and Tourism,GDP (Direct Contribution),8.63E+11,European euro,,,12/31/27,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),2.31E+11,European euro,,,12/31/16,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),5.10E+12,European euro,,,12/31/27,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,49351260,Jobs,12/31/16,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Direct Contribution),,,21844390,Jobs,12/31/27,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,19240470,Jobs,12/31/16,Europe,,,World Travel and Tourism Council
Travel and Tourism,Employment (Total Contribution),,,14651480,Jobs,12/31/27,Europe,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,7.12E+11,European euro,,,12/31/16,Europe,,,World Travel and Tourism Council
Travel and Tourism,Visitor Exports,2.81E+11,European euro,,,12/31/27,Europe,,,World Travel and Tourism Council
Travel and Tourism,Investment,4.49E+11,European euro,,,12/31/16,Europe,,,World Travel and Tourism Council
Travel and Tourism,Investment,1.89E+11,European euro,,,12/31/27,Europe,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,4.73E+12,European euro,,,12/31/16,Europe,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,7.61E+11,European euro,,,12/31/16,Europe,,,World Travel and Tourism Council
Travel and Tourism,Leisure Travel Spending,3.26E+11,European euro,,,12/31/27,Europe,,,World Travel and Tourism Council
Travel and Tourism,Business Travel Spending,6.69E+11,European euro,,,12/31/27,Europe,,,World Travel and Tourism Council
Travel and Tourism,Domestic Travel Spending,5.72E+12,European euro,,,12/31/27,Europe,,,World Travel and Tourism Council
Trucking,Revenue,1.55E+11,United States Dollar,,,12/31/17,Americas,Northern America,United States,TTnews
VFX,Revenue,89488534310,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
VFX,Revenue,3156554730,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
VFX,Revenue,22829129650,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Vinyl Acetate,Market Size,3330508830,United States Dollar,,,12/31/21,,,,Bussiness Wire
Vinyl Acetate,Market Size,,,4669470,Tons,12/31/23,,,,PR Newswire
Vinyl Acetate Monomer,Market Size,7217637350,United States Dollar,,,12/31/14,,,,Market Research Store
Vinyl Acetate Monomer,Market Size,1722962470,United States Dollar,,,12/31/17,,,,Market Research Store
Vinyl Acetate Monomer,Market Size,75057640930,United States Dollar,,,12/31/22,,,,Market Research Store
Vinyl Acetate Monomer,Market Size,39394865740,United States Dollar,,,12/31/24,,,,Digital Journal
Vinyl Acetate Monomer,Market Size,1324241930,United States Dollar,,,12/31/19,,,,Digital Journal
Vinyl Acetate Monomer,Market Size,7337931510,United States Dollar,,,12/31/16,,,,Techsci Research
Vinyl Acetate Monomer,Market Size,60537130960,United States Dollar,,,12/31/26,,,,Techsci Research
Vinyl Acetate Monomer,Market Size,5006051500,United States Dollar,,,12/31/20,,,,PR Newswire
Vinyl Acetate Monomer,Consumption,,,203690,Metric Tons,3/31/17,Asia,Southern Asia,India,Department of Chemicals and Petrochemicals
Vinyl Acetate Monomer,Consumption,,,647670,Metric Tons,3/31/16,Asia,Southern Asia,India,Department of Chemicals and Petrochemicals
Vinyl Acetate Monomer,Consumption,,,568050,Metric Tons,3/31/15,Asia,Southern Asia,India,Department of Chemicals and Petrochemicals
Vinyl Acetate Monomer,Consumption,,,447020,Metric Tons,3/31/14,Asia,Southern Asia,India,Department of Chemicals and Petrochemicals
Vinyl Acetate Monomer,Exports,,,5746,Metric Tons,3/31/14,Asia,Southern Asia,India,Department of Chemicals and Petrochemicals
Vinyl Acetate Monomer,Exports,,,6242,Metric Tons,3/31/15,Asia,Southern Asia,India,Department of Chemicals and Petrochemicals
Vinyl Acetate Monomer,Exports,,,1105,Metric Tons,3/31/16,Asia,Southern Asia,India,Department of Chemicals and Petrochemicals
Vinyl Acetate Monomer,Exports,,,60425,Metric Tons,3/31/17,Asia,Southern Asia,India,Department of Chemicals and Petrochemicals
Virtual Reality,Market Size,3985109200,United States Dollar,,,12/31/17,,,,Mordor Intelligence
Virtual Reality,Market Size,68940219440,United States Dollar,,,12/31/23,,,,Mordor Intelligence
Virtual Reality,Market Size,5388669590,United States Dollar,,,12/31/18,,,,Markets and Markets
Virtual Reality,Market Size,14343660860,United States Dollar,,,12/31/24,,,,Markets and Markets
Virtual Reality,Market Size,35373731540,United States Dollar,,,12/31/22,,,,Market Watch
Virtual Reality,Market Size,1002059690,United States Dollar,,,12/31/16,,,,Zion Market Research
Virtual Reality,Market Size,4241728350,United States Dollar,,,12/31/15,,,,businesswire
Virtual Reality,Market Size,30109582480,United States Dollar,,,12/31/20,,,,businesswire
Wireline,Teledensity,,,2.3,Subscribers,12/31/14,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Wireline,Teledensity,,,2.12,Subscribers,12/31/15,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Wireline,Teledensity,,,6.99,Subscribers,12/31/16,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Wireline,Teledensity,,,2.9,Subscribers,12/31/17,Asia,Southern Asia,India,"Department of Telecommunications
Ministry of Communications"
Yarn,Production,,,2380950,Tons,3/31/14,Asia,Southern Asia,India, India Brand Equity Foundation
Yarn,Production,,,1259220,kilogram,3/31/15,Asia,Southern Asia,India,India Brand Equity Foundation
Yarn,Production,,,9423155230,kilogram,3/31/17,Asia,Southern Asia,India,India Brand Equity Foundation
Yarn,Production,,,2560811050,kilogram,3/31/18,Asia,Southern Asia,India,India Brand Equity Foundation
Hotels,Average Daily Rate (ADR),8982,Indian rupee,,,12/31/15,Asia,Southern Asia,India,Horwath HTL
Hotels,Average Daily Rate (ADR),9956,Indian rupee,,,12/31/16,Asia,Southern Asia,India,Horwath HTL
Hotels,Average Daily Rate (ADR),2495,Indian rupee,,,12/31/17,Asia,Southern Asia,India,Horwath HTL
Hotels,Revenue Per Available Room (RevPAR),12,United States Dollar,,,9/30/17,Americas,Northern America,United States,Hotel News Now
Hotels,Revenue Per Available Room (RevPAR),863,Canadian dollar,,,9/30/17,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Revenue Per Available Room (RevPAR),91,United States Dollar,,,9/30/17,Asia,,,Hotel News Now
Hotels,Occupancy Rate,,,71.7,Percent,12/31/15,Asia,Southern Asia,India,Horwath HTL
Hotels,Occupancy Rate,,,83.9,Percent,12/31/16,Asia,Southern Asia,India,Horwath HTL
Hotels,Occupancy Rate,,,55.3,Percent,12/31/17,Asia,Southern Asia,India,Horwath HTL
Hotels,Average Daily Rate (ADR),659,Indian rupee,,,12/31/14,Asia,Southern Asia,India,Horwath HTL
Hotels,Revenue Per Available Room (RevPAR),73,United States Dollar,,,12/31/17,Europe,,,Hotel News Now
Hotels,Occupancy Rate,,,98.6,Percent,12/31/14,Asia,Southern Asia,India,Horwath HTL
Luxury Car,Sales,,,27152,Units,12/31/14,Asia,Southern Asia,India,Business Today
Luxury Car,Sales,,,84777,Units,12/31/15,Asia,Southern Asia,India,Business Today
Luxury Car,Sales,,,56288,Units,12/31/16,Asia,Southern Asia,India,Business Today
Luxury Car,Sales,,,49279,Units,12/31/17,Asia,Southern Asia,India,Business Today
Luxury Car,Sales,,,87050,Units,12/31/18,Asia,Southern Asia,India,KnowIndia.net
Luxury Car,Growth Rate,,,9.79,Percent,12/31/14,Asia,Southern Asia,India,Business Today
Luxury Car,Growth Rate,,,67.46,Percent,12/31/15,Asia,Southern Asia,India,Business Today
Luxury Car,Growth Rate,,,73.98,Percent,12/31/16,Asia,Southern Asia,India,Business Today
Luxury Car,Growth Rate,,,43.93,Percent,12/31/17,Asia,Southern Asia,India,Business Today
Luxury Car,Growth Rate,,,3.67,Percent,12/31/18,Asia,Southern Asia,India,KnowIndia.net
Male,Foreign Tourist Arrivals (FTAs),,,19,Percent,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Male,Foreign Tourist Arrivals (FTAs),,,29.3,Percent,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Male,Foreign Tourist Arrivals (FTAs),,,69.4,Percent,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Female,Foreign Tourist Arrivals (FTAs),,,31,Percent,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Female,Foreign Tourist Arrivals (FTAs),,,90.7,Percent,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Female,Foreign Tourist Arrivals (FTAs),,,50.6,Percent,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Age Group 0-14 (in Years),Foreign Tourist Arrivals (FTAs),,,6.2,Percent,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Age Group 0-14 (in Years),Foreign Tourist Arrivals (FTAs),,,4.4,Percent,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Age Group 0-14 (in Years),Foreign Tourist Arrivals (FTAs),,,7.5,Percent,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Age Group 15-24 (in Years),Foreign Tourist Arrivals (FTAs),,,7.5,Percent,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Age Group 15-24 (in Years),Foreign Tourist Arrivals (FTAs),,,6.5,Percent,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Age Group 15-24 (in Years),Foreign Tourist Arrivals (FTAs),,,7.5,Percent,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Age Group 25-34 (in Years),Foreign Tourist Arrivals (FTAs),,,48.9,Percent,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Age Group 25-34 (in Years),Foreign Tourist Arrivals (FTAs),,,59.2,Percent,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Age Group 25-34 (in Years),Foreign Tourist Arrivals (FTAs),,,59.2,Percent,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Age Group 35-44 (in Years),Foreign Tourist Arrivals (FTAs),,,41,Percent,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Age Group 35-44 (in Years),Foreign Tourist Arrivals (FTAs),,,11.2,Percent,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Age Group 35-44 (in Years),Foreign Tourist Arrivals (FTAs),,,21.1,Percent,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Age Group 45-54 (in Years),Foreign Tourist Arrivals (FTAs),,,50.1,Percent,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Age Group 45-54 (in Years),Foreign Tourist Arrivals (FTAs),,,10,Percent,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Age Group 45-54 (in Years),Foreign Tourist Arrivals (FTAs),,,99.9,Percent,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Age Group 55-64 (in Years),Foreign Tourist Arrivals (FTAs),,,74,Percent,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Age Group 55-64 (in Years),Foreign Tourist Arrivals (FTAs),,,93.8,Percent,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Age Group 55-64 (in Years),Foreign Tourist Arrivals (FTAs),,,53.8,Percent,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Age Group 65 & above (in Years),Foreign Tourist Arrivals (FTAs),,,4.3,Percent,12/31/14,Asia,Southern Asia,India,Ministry of Tourism
Age Group 65 & above (in Years),Foreign Tourist Arrivals (FTAs),,,6.9,Percent,12/31/15,Asia,Southern Asia,India,Ministry of Tourism
Age Group 65 & above (in Years),Foreign Tourist Arrivals (FTAs),,,2,Percent,12/31/16,Asia,Southern Asia,India,Ministry of Tourism
Timeshare,Occupancy Rate,,,96.8,Percent,12/31/13,Americas,Northern America,United States,2018 EDITION PREPARED BY EY
Hotels,Occupancy Rate,,,79.2,Percent,3/31/14,Americas,Northern America,United States,Hotel News Now
Hotels,Occupancy Rate,,,98.1,Percent,6/30/14,Americas,Northern America,United States,Hotel News Now
Hotels,Occupancy Rate,,,20.3,Percent,9/30/14,Americas,Northern America,United States,Hotel News Now
Hotels,Occupancy Rate,,,59.8,Percent,12/31/14,Americas,Northern America,United States,Hotel News Now
Timeshare,Occupancy Rate,,,28.3,Percent,12/31/14,Americas,Northern America,United States,2018 EDITION PREPARED BY EY
Hotels,Occupancy Rate,,,11.1,Percent,3/31/15,Americas,Northern America,United States,Hotel News Now
Hotels,Occupancy Rate,,,89.1,Percent,6/30/15,Americas,Northern America,United States,Hotel News Now
Hotels,Occupancy Rate,,,41.3,Percent,9/30/15,Americas,Northern America,United States,Hotel News Now
Hotels,Occupancy Rate,,,20.5,Percent,12/31/15,Americas,Northern America,United States,Hotel News Now
Hotels,Occupancy Rate,,,66.1,Percent,3/31/17,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Average Daily Rate (ADR),662,Canadian dollar,,,3/31/17,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Revenue Per Available Room (RevPAR),90,United States Dollar,,,12/31/17,Americas,Northern America,United States,Hotel news now Newswire
Hotels,Occupancy Rate,,,28,Percent,6/30/17,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Average Daily Rate (ADR),137,Canadian dollar,,,6/30/17,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Revenue Per Available Room (RevPAR),476,Canadian dollar,,,12/31/17,Americas,Northern America,Canada,Hotel News Now 
Hotels,Occupancy Rate,,,68.7,Percent,9/30/17,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Average Daily Rate (ADR),18,Canadian dollar,,,9/30/17,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Revenue Per Available Room (RevPAR),27,United States Dollar,,,12/31/17,Asia,,,Hotel News Now
Hotels,Occupancy Rate,,,75.9,Percent,12/31/17,Americas,Northern America,Canada,Hotel News Now 
Hotels,Average Daily Rate (ADR),288,Canadian dollar,,,12/31/17,Americas,Northern America,Canada,Hotel News Now 
Hotels,Revenue Per Available Room (RevPAR),8266,Indian rupee,,,12/31/17,Asia,Southern Asia,India,Horwath HTL
Hotels,Occupancy Rate,,,17.3,Percent,3/31/18,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Average Daily Rate (ADR),982,Canadian dollar,,,3/31/18,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Revenue Per Available Room (RevPAR),22,United States Dollar,,,3/31/18,Europe,,,Hotel News Now
Hotels,Occupancy Rate,,,28.8,Percent,6/30/18,Americas,Northern America,Canada,Hotel News Now 
Hotels,Average Daily Rate (ADR),260,Canadian dollar,,,6/30/18,Americas,Northern America,Canada,Hotel News Now 
Hotels,Revenue Per Available Room (RevPAR),4,United States Dollar,,,3/31/18,Americas,Northern America,United States,Hotel news now Newswire
Hotels,Occupancy Rate,,,98,Percent,9/30/18,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Average Daily Rate (ADR),941,Canadian dollar,,,9/30/18,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Revenue Per Available Room (RevPAR),28,Canadian dollar,,,3/31/18,Americas,Northern America,Canada,ï¿½Hospitality Net
Hotels,Occupancy Rate,,,54.7,Percent,3/31/16,Americas,Northern America,Canada,Hotel News Now 
Hotels,Average Daily Rate (ADR),242,Canadian dollar,,,3/31/16,Americas,Northern America,Canada,Hotel News Now 
Hotels,Revenue Per Available Room (RevPAR),51,United States Dollar,,,3/31/18,Asia,,,Hotel Nows New
Hotels,Occupancy Rate,,,47.1,Percent,6/30/16,Americas,Northern America,Canada,Hotel News Now 
